Cancer type;Period;Sex;Age range;Number
Urinary tract and male genital organs;2017;Male;All ages;13048
Urinary tract and male genital organs;2017;Male;15-29;256
Urinary tract and male genital organs;2017;Male;0-14;3
Urinary tract and male genital organs;2017;Male;75+;3655
Urinary tract and male genital organs;2017;Male;30-44;416
Urinary tract and male genital organs;2017;Male;60-74;7423
Urinary tract and male genital organs;2018*;Male;45-59;1248
Urinary tract and male genital organs;2018*;Male;All ages;13463
Urinary tract and male genital organs;2018*;Male;15-29;276
Urinary tract and male genital organs;2018*;Male;0-14;3
Urinary tract and male genital organs;2018*;Male;75+;3906
Urinary tract and male genital organs;2018*;Male;30-44;422
Urinary tract and male genital organs;2018*;Male;60-74;7608
Urinary tract and male genital organs;2019*;Male;45-59;1343
Urinary tract and male genital organs;2019*;Male;All ages;14601
Urinary tract and male genital organs;2019*;Male;15-29;266
Urinary tract and male genital organs;2019*;Male;0-14;4
Urinary tract and male genital organs;2019*;Male;75+;4333
Urinary tract and male genital organs;2019*;Male;30-44;445
Urinary tract and male genital organs;2019*;Male;60-74;8210
Urinary tract and male genital organs;1989;Male and Female;0-14;1
Urinary tract and male genital organs;1989;Male and Female;15-29;138
Urinary tract and male genital organs;1989;Male and Female;30-44;152
Urinary tract and male genital organs;1989;Male and Female;60-74;1966
Urinary tract and male genital organs;1989;Male and Female;75+;2087
Bone and articular cartilage;2007;Female;60-74;90
Bone and articular cartilage;2007;Female;45-59;95
Bone and articular cartilage;2008;Female;0-14;38
Bone and articular cartilage;2008;Female;All ages;383
Bone and articular cartilage;2008;Female;15-29;43
Bone and articular cartilage;2008;Female;30-44;54
Bone and articular cartilage;2008;Female;75+;79
Bone and articular cartilage;2008;Female;45-59;84
Bone and articular cartilage;2008;Female;60-74;85
Bone and articular cartilage;2009;Female;15-29;31
Bone and articular cartilage;2009;Female;0-14;34
Bone and articular cartilage;2009;Female;All ages;387
Bone and articular cartilage;2009;Female;30-44;56
Bone and articular cartilage;2009;Female;45-59;83
Bone and articular cartilage;2009;Female;75+;90
Bone and articular cartilage;2009;Female;60-74;93
Bone and articular cartilage;2010;Female;60-74;104
Bone and articular cartilage;2010;Female;0-14;36
Bone and articular cartilage;2010;Female;All ages;395
Bone and articular cartilage;2010;Female;15-29;42
Bone and articular cartilage;2010;Female;30-44;58
Bone and articular cartilage;2010;Female;75+;67
Bone and articular cartilage;2010;Female;45-59;88
Bone and articular cartilage;2011;Female;75+;106
Bone and articular cartilage;2011;Female;60-74;111
Bone and articular cartilage;2011;Female;0-14;33
Bone and articular cartilage;2011;Female;15-29;35
Bone and articular cartilage;2011;Female;All ages;419
Bone and articular cartilage;2011;Female;30-44;48
Bone and articular cartilage;2011;Female;45-59;86
Bone and articular cartilage;2012;Female;45-59;102
Bone and articular cartilage;2012;Female;60-74;130
Bone and articular cartilage;2012;Female;0-14;32
Bone and articular cartilage;2012;Female;15-29;40
Bone and articular cartilage;2012;Female;All ages;465
Bone and articular cartilage;2012;Female;30-44;64
Bone and articular cartilage;2012;Female;75+;97
Breast;2016;Female;30-44;1391
Breast;2016;Female;All ages;14621
Breast;2016;Female;75+;2493
Breast;2016;Female;45-59;5031
Breast;2016;Female;60-74;5612
Breast;2016;Female;15-29;94
Breast;2017;Female;0-14;0
Breast;2017;Female;30-44;1446
Breast;2017;Female;All ages;14912
Breast;2017;Female;75+;2539
Breast;2017;Female;45-59;5087
Breast;2017;Female;60-74;5750
Breast;2017;Female;15-29;90
Breast;2018*;Female;0-14;0
Breast;2018*;Female;30-44;1420
Breast;2018*;Female;All ages;14646
Breast;2018*;Female;75+;2671
Breast;2018*;Female;45-59;4957
Breast;2018*;Female;60-74;5512
Breast;2018*;Female;15-29;86
Breast;2019*;Female;0-14;1
Breast;2019*;Female;15-29;104
Breast;2019*;Female;30-44;1466
Breast;2019*;Female;All ages;14862
Breast;2019*;Female;75+;2783
Breast;2019*;Female;45-59;4899
Breast;2019*;Female;60-74;5609
Breast;1989;Male and Female;0-14;0
Breast;1989;Male and Female;30-44;1246
Breast;1989;Male and Female;75+;1642
Breast;1989;Male and Female;45-59;2232
Breast;1989;Male and Female;60-74;2600
Breast;1989;Male and Female;15-29;50
Breast;1989;Male and Female;All ages;7770
Breast;1990;Male and Female;0-14;0
Breast;1990;Male and Female;30-44;1258
Breast;1990;Male and Female;75+;1805
Urinary tract and male genital organs;1989;Male and Female;45-59;294
Urinary tract and male genital organs;1989;Male and Female;All ages;4638
Urinary tract and male genital organs;1990;Male and Female;15-29;146
Urinary tract and male genital organs;1990;Male and Female;30-44;150
Urinary tract and male genital organs;1990;Male and Female;60-74;2024
Urinary tract and male genital organs;1990;Male and Female;75+;2105
Urinary tract and male genital organs;1990;Male and Female;45-59;311
Urinary tract and male genital organs;1990;Male and Female;All ages;4745
Urinary tract and male genital organs;1990;Male and Female;0-14;9
Urinary tract and male genital organs;1991;Male and Female;15-29;135
Urinary tract and male genital organs;1991;Male and Female;30-44;145
Urinary tract and male genital organs;1991;Male and Female;75+;2147
Urinary tract and male genital organs;1991;Male and Female;60-74;2173
Urinary tract and male genital organs;1991;Male and Female;45-59;285
Urinary tract and male genital organs;1991;Male and Female;0-14;4
Urinary tract and male genital organs;1991;Male and Female;All ages;4889
Urinary tract and male genital organs;1992;Male and Female;15-29;132
Urinary tract and male genital organs;1992;Male and Female;30-44;195
Urinary tract and male genital organs;1992;Male and Female;75+;2396
Urinary tract and male genital organs;1992;Male and Female;60-74;2421
Urinary tract and male genital organs;1992;Male and Female;45-59;326
Urinary tract and male genital organs;1992;Male and Female;All ages;5476
Urinary tract and male genital organs;1992;Male and Female;0-14;6
Urinary tract and male genital organs;1993;Male and Female;15-29;175
Urinary tract and male genital organs;1993;Male and Female;30-44;201
Urinary tract and male genital organs;1993;Male and Female;75+;2571
Urinary tract and male genital organs;1993;Male and Female;60-74;2703
Urinary tract and male genital organs;1993;Male and Female;45-59;403
Urinary tract and male genital organs;1993;Male and Female;0-14;5
Urinary tract and male genital organs;1993;Male and Female;All ages;6058
Urinary tract and male genital organs;1994;Male and Female;0-14;1
Urinary tract and male genital organs;1994;Male and Female;15-29;136
Urinary tract and male genital organs;1994;Male and Female;30-44;205
Urinary tract and male genital organs;1994;Male and Female;75+;2817
Urinary tract and male genital organs;1994;Male and Female;60-74;3286
Urinary tract and male genital organs;1994;Male and Female;45-59;463
Urinary tract and male genital organs;1994;Male and Female;All ages;6908
Bone and articular cartilage;2013;Female;60-74;107
Bone and articular cartilage;2013;Female;15-29;29
Bone and articular cartilage;2013;Female;0-14;36
Bone and articular cartilage;2013;Female;All ages;400
Bone and articular cartilage;2013;Female;30-44;59
Bone and articular cartilage;2013;Female;45-59;84
Bone and articular cartilage;2013;Female;75+;85
Bone and articular cartilage;2014;Female;45-59;102
Bone and articular cartilage;2014;Female;75+;104
Bone and articular cartilage;2014;Female;60-74;113
Bone and articular cartilage;2014;Female;0-14;23
Bone and articular cartilage;2014;Female;15-29;35
Bone and articular cartilage;2014;Female;All ages;452
Bone and articular cartilage;2014;Female;30-44;75
Bone and articular cartilage;2015;Female;60-74;111
Bone and articular cartilage;2015;Female;0-14;31
Bone and articular cartilage;2015;Female;15-29;34
Bone and articular cartilage;2015;Female;All ages;407
Bone and articular cartilage;2015;Female;30-44;61
Bone and articular cartilage;2015;Female;75+;78
Bone and articular cartilage;2015;Female;45-59;92
Bone and articular cartilage;2016;Female;60-74;119
Bone and articular cartilage;2016;Female;0-14;28
Bone and articular cartilage;2016;Female;15-29;35
Bone and articular cartilage;2016;Female;All ages;419
Bone and articular cartilage;2016;Female;30-44;52
Bone and articular cartilage;2016;Female;75+;91
Bone and articular cartilage;2016;Female;45-59;94
Bone and articular cartilage;2017;Female;75+;100
Bone and articular cartilage;2017;Female;60-74;115
Bone and articular cartilage;2017;Female;0-14;38
Bone and articular cartilage;2017;Female;15-29;41
Bone and articular cartilage;2017;Female;All ages;451
Bone and articular cartilage;2017;Female;30-44;59
Bone and articular cartilage;2017;Female;45-59;98
Bone and articular cartilage;2018*;Female;75+;109
Bone and articular cartilage;2018*;Female;60-74;122
Breast;1990;Male and Female;45-59;2387
Breast;1990;Male and Female;60-74;2756
Breast;1990;Male and Female;15-29;72
Breast;1990;Male and Female;All ages;8278
Breast;1991;Male and Female;0-14;0
Breast;1991;Male and Female;30-44;1316
Breast;1991;Male and Female;75+;1746
Breast;1991;Male and Female;45-59;2574
Breast;1991;Male and Female;60-74;2981
Breast;1991;Male and Female;15-29;58
Breast;1991;Male and Female;All ages;8675
Breast;1992;Male and Female;0-14;0
Breast;1992;Male and Female;30-44;1242
Breast;1992;Male and Female;75+;1879
Breast;1992;Male and Female;45-59;2865
Breast;1992;Male and Female;60-74;3315
Breast;1992;Male and Female;15-29;52
Breast;1992;Male and Female;All ages;9353
Breast;1993;Male and Female;0-14;0
Breast;1993;Male and Female;30-44;1240
Breast;1993;Male and Female;75+;1878
Breast;1993;Male and Female;45-59;3198
Breast;1993;Male and Female;60-74;3270
Breast;1993;Male and Female;15-29;56
Breast;1993;Male and Female;All ages;9642
Breast;1994;Male and Female;0-14;0
Breast;1994;Male and Female;All ages;10041
Breast;1994;Male and Female;30-44;1294
Breast;1994;Male and Female;75+;2077
Breast;1994;Male and Female;45-59;3264
Breast;1994;Male and Female;60-74;3345
Breast;1994;Male and Female;15-29;61
Breast;1995;Male and Female;0-14;0
Breast;1995;Male and Female;30-44;1219
Breast;1995;Male and Female;75+;1978
Breast;1995;Male and Female;60-74;3097
Breast;1995;Male and Female;45-59;3276
Urinary tract and male genital organs;1995;Male and Female;15-29;153
Urinary tract and male genital organs;1995;Male and Female;30-44;208
Urinary tract and male genital organs;1995;Male and Female;75+;2834
Urinary tract and male genital organs;1995;Male and Female;0-14;3
Urinary tract and male genital organs;1995;Male and Female;60-74;3420
Urinary tract and male genital organs;1995;Male and Female;45-59;515
Urinary tract and male genital organs;1995;Male and Female;All ages;7133
Urinary tract and male genital organs;1996;Male and Female;15-29;170
Urinary tract and male genital organs;1996;Male and Female;30-44;231
Urinary tract and male genital organs;1996;Male and Female;75+;2696
Urinary tract and male genital organs;1996;Male and Female;60-74;3622
Urinary tract and male genital organs;1996;Male and Female;0-14;5
Urinary tract and male genital organs;1996;Male and Female;45-59;568
Urinary tract and male genital organs;1996;Male and Female;All ages;7292
Urinary tract and male genital organs;1997;Male and Female;15-29;150
Urinary tract and male genital organs;1997;Male and Female;30-44;229
Urinary tract and male genital organs;1997;Male and Female;75+;2592
Urinary tract and male genital organs;1997;Male and Female;60-74;3470
Urinary tract and male genital organs;1997;Male and Female;0-14;5
Urinary tract and male genital organs;1997;Male and Female;45-59;628
Urinary tract and male genital organs;1997;Male and Female;All ages;7074
Urinary tract and male genital organs;1998;Male and Female;15-29;189
Urinary tract and male genital organs;1998;Male and Female;30-44;236
Urinary tract and male genital organs;1998;Male and Female;75+;2597
Urinary tract and male genital organs;1998;Male and Female;60-74;3690
Urinary tract and male genital organs;1998;Male and Female;45-59;685
Urinary tract and male genital organs;1998;Male and Female;All ages;7405
Urinary tract and male genital organs;1998;Male and Female;0-14;8
Urinary tract and male genital organs;1999;Male and Female;15-29;191
Urinary tract and male genital organs;1999;Male and Female;75+;2443
Urinary tract and male genital organs;1999;Male and Female;30-44;255
Urinary tract and male genital organs;1999;Male and Female;60-74;3834
Urinary tract and male genital organs;1999;Male and Female;0-14;7
Urinary tract and male genital organs;1999;Male and Female;45-59;705
Urinary tract and male genital organs;1999;Male and Female;All ages;7435
Urinary tract and male genital organs;2000;Male and Female;15-29;187
Urinary tract and male genital organs;2000;Male and Female;75+;2514
Bone and articular cartilage;2018*;Female;0-14;24
Bone and articular cartilage;2018*;Female;15-29;29
Bone and articular cartilage;2018*;Female;All ages;410
Bone and articular cartilage;2018*;Female;30-44;47
Bone and articular cartilage;2018*;Female;45-59;79
Bone and articular cartilage;2019*;Female;75+;109
Bone and articular cartilage;2019*;Female;60-74;154
Bone and articular cartilage;2019*;Female;15-29;31
Bone and articular cartilage;2019*;Female;0-14;38
Bone and articular cartilage;2019*;Female;All ages;475
Bone and articular cartilage;2019*;Female;30-44;50
Bone and articular cartilage;2019*;Female;45-59;93
Bone and articular cartilage;1989;Male and Female;15-29;117
Bone and articular cartilage;1989;Male and Female;75+;134
Bone and articular cartilage;1989;Male and Female;45-59;161
Bone and articular cartilage;1989;Male and Female;30-44;174
Bone and articular cartilage;1989;Male and Female;60-74;186
Bone and articular cartilage;1989;Male and Female;0-14;63
Bone and articular cartilage;1989;Male and Female;All ages;835
Bone and articular cartilage;1990;Male and Female;15-29;103
Bone and articular cartilage;1990;Male and Female;75+;110
Bone and articular cartilage;1990;Male and Female;45-59;152
Bone and articular cartilage;1990;Male and Female;60-74;178
Bone and articular cartilage;1990;Male and Female;30-44;205
Bone and articular cartilage;1990;Male and Female;0-14;62
Bone and articular cartilage;1990;Male and Female;All ages;810
Bone and articular cartilage;1991;Male and Female;75+;113
Bone and articular cartilage;1991;Male and Female;15-29;125
Bone and articular cartilage;1991;Male and Female;45-59;148
Bone and articular cartilage;1991;Male and Female;60-74;185
Bone and articular cartilage;1991;Male and Female;30-44;197
Bone and articular cartilage;1991;Male and Female;0-14;58
Bone and articular cartilage;1991;Male and Female;All ages;826
Bone and articular cartilage;1992;Male and Female;15-29;131
Bone and articular cartilage;1992;Male and Female;75+;135
Bone and articular cartilage;1992;Male and Female;45-59;170
Bone and articular cartilage;1992;Male and Female;60-74;186
Breast;1995;Male and Female;15-29;44
Breast;1995;Male and Female;All ages;9614
Breast;1996;Male and Female;0-14;0
Breast;1996;Male and Female;30-44;1315
Breast;1996;Male and Female;75+;2049
Breast;1996;Male and Female;60-74;3103
Breast;1996;Male and Female;45-59;3424
Breast;1996;Male and Female;15-29;64
Breast;1996;Male and Female;All ages;9955
Breast;1997;Male and Female;0-14;0
Breast;1997;Male and Female;All ages;10040
Breast;1997;Male and Female;30-44;1238
Breast;1997;Male and Female;75+;2097
Breast;1997;Male and Female;60-74;2970
Breast;1997;Male and Female;45-59;3685
Breast;1997;Male and Female;15-29;50
Breast;1998;Male and Female;0-14;0
Breast;1998;Male and Female;All ages;10362
Breast;1998;Male and Female;30-44;1348
Breast;1998;Male and Female;75+;2224
Breast;1998;Male and Female;60-74;3028
Breast;1998;Male and Female;45-59;3697
Breast;1998;Male and Female;15-29;65
Breast;1999;Male and Female;0-14;0
Breast;1999;Male and Female;All ages;11278
Breast;1999;Male and Female;30-44;1463
Breast;1999;Male and Female;75+;2360
Breast;1999;Male and Female;60-74;3573
Breast;1999;Male and Female;45-59;3814
Breast;1999;Male and Female;15-29;68
Breast;2000;Male and Female;0-14;0
Breast;2000;Male and Female;All ages;11304
Breast;2000;Male and Female;30-44;1383
Breast;2000;Male and Female;75+;2271
Breast;2000;Male and Female;60-74;3491
Breast;2000;Male and Female;45-59;4102
Breast;2000;Male and Female;15-29;57
Urinary tract and male genital organs;2000;Male and Female;30-44;252
Urinary tract and male genital organs;2000;Male and Female;60-74;3942
Urinary tract and male genital organs;2000;Male and Female;0-14;6
Urinary tract and male genital organs;2000;Male and Female;All ages;7676
Urinary tract and male genital organs;2000;Male and Female;45-59;775
Urinary tract and male genital organs;2001;Male and Female;0-14;2
Urinary tract and male genital organs;2001;Male and Female;15-29;208
Urinary tract and male genital organs;2001;Male and Female;75+;2588
Urinary tract and male genital organs;2001;Male and Female;30-44;309
Urinary tract and male genital organs;2001;Male and Female;60-74;3935
Urinary tract and male genital organs;2001;Male and Female;All ages;7837
Urinary tract and male genital organs;2001;Male and Female;45-59;795
Urinary tract and male genital organs;2002;Male and Female;15-29;199
Urinary tract and male genital organs;2002;Male and Female;75+;2624
Urinary tract and male genital organs;2002;Male and Female;30-44;268
Urinary tract and male genital organs;2002;Male and Female;0-14;3
Urinary tract and male genital organs;2002;Male and Female;60-74;4159
Urinary tract and male genital organs;2002;Male and Female;All ages;8177
Urinary tract and male genital organs;2002;Male and Female;45-59;924
Urinary tract and male genital organs;2003;Male and Female;45-59;1043
Urinary tract and male genital organs;2003;Male and Female;15-29;183
Urinary tract and male genital organs;2003;Male and Female;75+;2738
Urinary tract and male genital organs;2003;Male and Female;0-14;3
Urinary tract and male genital organs;2003;Male and Female;30-44;301
Urinary tract and male genital organs;2003;Male and Female;60-74;4793
Urinary tract and male genital organs;2003;Male and Female;All ages;9061
Urinary tract and male genital organs;2004;Male and Female;All ages;10314
Urinary tract and male genital organs;2004;Male and Female;45-59;1316
Urinary tract and male genital organs;2004;Male and Female;15-29;215
Urinary tract and male genital organs;2004;Male and Female;30-44;299
Urinary tract and male genital organs;2004;Male and Female;75+;2993
Urinary tract and male genital organs;2004;Male and Female;0-14;3
Urinary tract and male genital organs;2004;Male and Female;60-74;5488
Urinary tract and male genital organs;2005;Male and Female;45-59;1306
Urinary tract and male genital organs;2005;Male and Female;15-29;227
Urinary tract and male genital organs;2005;Male and Female;75+;2733
Urinary tract and male genital organs;2005;Male and Female;30-44;298
Bone and articular cartilage;1992;Male and Female;30-44;202
Bone and articular cartilage;1992;Male and Female;0-14;51
Bone and articular cartilage;1992;Male and Female;All ages;875
Bone and articular cartilage;1993;Male and Female;15-29;119
Bone and articular cartilage;1993;Male and Female;75+;123
Bone and articular cartilage;1993;Male and Female;60-74;179
Bone and articular cartilage;1993;Male and Female;30-44;180
Bone and articular cartilage;1993;Male and Female;45-59;185
Bone and articular cartilage;1993;Male and Female;0-14;62
Bone and articular cartilage;1993;Male and Female;All ages;848
Bone and articular cartilage;1994;Male and Female;75+;154
Bone and articular cartilage;1994;Male and Female;30-44;182
Bone and articular cartilage;1994;Male and Female;45-59;186
Bone and articular cartilage;1994;Male and Female;60-74;208
Bone and articular cartilage;1994;Male and Female;0-14;57
Bone and articular cartilage;1994;Male and Female;All ages;884
Bone and articular cartilage;1994;Male and Female;15-29;97
Bone and articular cartilage;1995;Male and Female;75+;139
Bone and articular cartilage;1995;Male and Female;30-44;159
Bone and articular cartilage;1995;Male and Female;45-59;169
Bone and articular cartilage;1995;Male and Female;60-74;194
Bone and articular cartilage;1995;Male and Female;0-14;61
Bone and articular cartilage;1995;Male and Female;All ages;817
Bone and articular cartilage;1995;Male and Female;15-29;95
Bone and articular cartilage;1996;Male and Female;75+;153
Bone and articular cartilage;1996;Male and Female;30-44;165
Bone and articular cartilage;1996;Male and Female;45-59;173
Bone and articular cartilage;1996;Male and Female;60-74;201
Bone and articular cartilage;1996;Male and Female;0-14;83
Bone and articular cartilage;1996;Male and Female;All ages;873
Bone and articular cartilage;1996;Male and Female;15-29;98
Bone and articular cartilage;1997;Male and Female;30-44;133
Bone and articular cartilage;1997;Male and Female;75+;155
Bone and articular cartilage;1997;Male and Female;45-59;166
Bone and articular cartilage;1997;Male and Female;60-74;194
Bone and articular cartilage;1997;Male and Female;0-14;58
Bone and articular cartilage;1997;Male and Female;All ages;798
Breast;2001;Male and Female;0-14;0
Breast;2001;Male and Female;All ages;11734
Breast;2001;Male and Female;30-44;1612
Breast;2001;Male and Female;75+;2325
Breast;2001;Male and Female;60-74;3574
Breast;2001;Male and Female;45-59;4160
Breast;2001;Male and Female;15-29;63
Breast;2002;Male and Female;0-14;0
Breast;2002;Male and Female;All ages;11668
Breast;2002;Male and Female;30-44;1537
Breast;2002;Male and Female;75+;2253
Breast;2002;Male and Female;60-74;3533
Breast;2002;Male and Female;45-59;4287
Breast;2002;Male and Female;15-29;58
Breast;2003;Male and Female;0-14;0
Breast;2003;Male and Female;All ages;11838
Breast;2003;Male and Female;30-44;1561
Breast;2003;Male and Female;75+;2219
Breast;2003;Male and Female;60-74;3528
Breast;2003;Male and Female;45-59;4481
Breast;2003;Male and Female;15-29;49
Breast;2004;Male and Female;0-14;0
Breast;2004;Male and Female;All ages;12152
Breast;2004;Male and Female;30-44;1558
Breast;2004;Male and Female;75+;2417
Breast;2004;Male and Female;60-74;3602
Breast;2004;Male and Female;45-59;4517
Breast;2004;Male and Female;15-29;58
Breast;2005;Male and Female;0-14;0
Breast;2005;Male and Female;All ages;12134
Breast;2005;Male and Female;30-44;1570
Breast;2005;Male and Female;75+;2315
Breast;2005;Male and Female;60-74;3760
Breast;2005;Male and Female;45-59;4434
Breast;2005;Male and Female;15-29;55
Breast;2006;Male and Female;0-14;0
Breast;2006;Male and Female;All ages;12529
Urinary tract and male genital organs;2005;Male and Female;0-14;3
Urinary tract and male genital organs;2005;Male and Female;60-74;5181
Urinary tract and male genital organs;2005;Male and Female;All ages;9748
Urinary tract and male genital organs;2006;Male and Female;All ages;10595
Urinary tract and male genital organs;2006;Male and Female;45-59;1479
Urinary tract and male genital organs;2006;Male and Female;0-14;2
Urinary tract and male genital organs;2006;Male and Female;15-29;219
Urinary tract and male genital organs;2006;Male and Female;75+;2931
Urinary tract and male genital organs;2006;Male and Female;30-44;319
Urinary tract and male genital organs;2006;Male and Female;60-74;5645
Urinary tract and male genital organs;2007;Male and Female;All ages;10645
Urinary tract and male genital organs;2007;Male and Female;45-59;1358
Urinary tract and male genital organs;2007;Male and Female;15-29;220
Urinary tract and male genital organs;2007;Male and Female;75+;2858
Urinary tract and male genital organs;2007;Male and Female;30-44;318
Urinary tract and male genital organs;2007;Male and Female;0-14;4
Urinary tract and male genital organs;2007;Male and Female;60-74;5887
Urinary tract and male genital organs;2008;Male and Female;All ages;10818
Urinary tract and male genital organs;2008;Male and Female;45-59;1350
Urinary tract and male genital organs;2008;Male and Female;15-29;220
Urinary tract and male genital organs;2008;Male and Female;75+;2896
Urinary tract and male genital organs;2008;Male and Female;0-14;3
Urinary tract and male genital organs;2008;Male and Female;30-44;376
Urinary tract and male genital organs;2008;Male and Female;60-74;5973
Urinary tract and male genital organs;2009;Male and Female;All ages;11402
Urinary tract and male genital organs;2009;Male and Female;45-59;1372
Urinary tract and male genital organs;2009;Male and Female;0-14;2
Urinary tract and male genital organs;2009;Male and Female;15-29;259
Urinary tract and male genital organs;2009;Male and Female;75+;3164
Urinary tract and male genital organs;2009;Male and Female;30-44;336
Urinary tract and male genital organs;2009;Male and Female;60-74;6269
Urinary tract and male genital organs;2010;Male and Female;All ages;11643
Urinary tract and male genital organs;2010;Male and Female;45-59;1417
Urinary tract and male genital organs;2010;Male and Female;15-29;247
Urinary tract and male genital organs;2010;Male and Female;75+;3153
Urinary tract and male genital organs;2010;Male and Female;30-44;327
Urinary tract and male genital organs;2010;Male and Female;0-14;4
Bone and articular cartilage;1997;Male and Female;15-29;92
Bone and articular cartilage;1998;Male and Female;75+;136
Bone and articular cartilage;1998;Male and Female;30-44;154
Bone and articular cartilage;1998;Male and Female;60-74;176
Bone and articular cartilage;1998;Male and Female;45-59;187
Bone and articular cartilage;1998;Male and Female;0-14;69
Bone and articular cartilage;1998;Male and Female;15-29;80
Bone and articular cartilage;1998;Male and Female;All ages;802
Bone and articular cartilage;1999;Male and Female;75+;136
Bone and articular cartilage;1999;Male and Female;30-44;143
Bone and articular cartilage;1999;Male and Female;60-74;176
Bone and articular cartilage;1999;Male and Female;45-59;180
Bone and articular cartilage;1999;Male and Female;0-14;62
Bone and articular cartilage;1999;Male and Female;All ages;777
Bone and articular cartilage;1999;Male and Female;15-29;80
Bone and articular cartilage;2000;Male and Female;75+;137
Bone and articular cartilage;2000;Male and Female;30-44;149
Bone and articular cartilage;2000;Male and Female;45-59;199
Bone and articular cartilage;2000;Male and Female;60-74;212
Bone and articular cartilage;2000;Male and Female;0-14;63
Bone and articular cartilage;2000;Male and Female;All ages;846
Bone and articular cartilage;2000;Male and Female;15-29;86
Bone and articular cartilage;2001;Male and Female;75+;134
Bone and articular cartilage;2001;Male and Female;30-44;154
Bone and articular cartilage;2001;Male and Female;45-59;183
Bone and articular cartilage;2001;Male and Female;60-74;185
Bone and articular cartilage;2001;Male and Female;0-14;69
Bone and articular cartilage;2001;Male and Female;All ages;815
Bone and articular cartilage;2001;Male and Female;15-29;90
Bone and articular cartilage;2002;Male and Female;75+;141
Bone and articular cartilage;2002;Male and Female;30-44;149
Bone and articular cartilage;2002;Male and Female;45-59;169
Bone and articular cartilage;2002;Male and Female;60-74;204
Bone and articular cartilage;2002;Male and Female;0-14;75
Bone and articular cartilage;2002;Male and Female;All ages;835
Bone and articular cartilage;2002;Male and Female;15-29;97
Bone and articular cartilage;2003;Male and Female;30-44;143
Breast;2006;Male and Female;30-44;1570
Breast;2006;Male and Female;75+;2282
Breast;2006;Male and Female;60-74;3964
Breast;2006;Male and Female;45-59;4661
Breast;2006;Male and Female;15-29;52
Breast;2007;Male and Female;0-14;1
Breast;2007;Male and Female;All ages;12956
Breast;2007;Male and Female;30-44;1505
Breast;2007;Male and Female;75+;2297
Breast;2007;Male and Female;60-74;4360
Breast;2007;Male and Female;45-59;4721
Breast;2007;Male and Female;15-29;72
Breast;2008;Male and Female;0-14;0
Breast;2008;Male and Female;All ages;13147
Breast;2008;Male and Female;30-44;1485
Breast;2008;Male and Female;75+;2389
Breast;2008;Male and Female;60-74;4460
Breast;2008;Male and Female;45-59;4734
Breast;2008;Male and Female;15-29;79
Breast;2009;Male and Female;0-14;0
Breast;2009;Male and Female;All ages;13317
Breast;2009;Male and Female;30-44;1580
Breast;2009;Male and Female;75+;2320
Breast;2009;Male and Female;60-74;4522
Breast;2009;Male and Female;45-59;4828
Breast;2009;Male and Female;15-29;67
Breast;2010;Male and Female;0-14;0
Breast;2010;Male and Female;All ages;13408
Breast;2010;Male and Female;30-44;1429
Breast;2010;Male and Female;75+;2386
Breast;2010;Male and Female;60-74;4705
Breast;2010;Male and Female;45-59;4826
Breast;2010;Male and Female;15-29;62
Breast;2011;Male and Female;0-14;0
Breast;2011;Male and Female;All ages;14142
Breast;2011;Male and Female;30-44;1505
Breast;2011;Male and Female;75+;2487
Urinary tract and male genital organs;2010;Male and Female;60-74;6495
Urinary tract and male genital organs;2011;Male and Female;All ages;12682
Urinary tract and male genital organs;2011;Male and Female;45-59;1459
Urinary tract and male genital organs;2011;Male and Female;15-29;232
Urinary tract and male genital organs;2011;Male and Female;0-14;3
Urinary tract and male genital organs;2011;Male and Female;75+;3323
Urinary tract and male genital organs;2011;Male and Female;30-44;390
Urinary tract and male genital organs;2011;Male and Female;60-74;7275
Urinary tract and male genital organs;2012;Male and Female;All ages;12392
Urinary tract and male genital organs;2012;Male and Female;45-59;1410
Urinary tract and male genital organs;2012;Male and Female;15-29;237
Urinary tract and male genital organs;2012;Male and Female;0-14;3
Urinary tract and male genital organs;2012;Male and Female;75+;3171
Urinary tract and male genital organs;2012;Male and Female;30-44;385
Urinary tract and male genital organs;2012;Male and Female;60-74;7186
Urinary tract and male genital organs;2013;Male and Female;All ages;12052
Urinary tract and male genital organs;2013;Male and Female;45-59;1403
Urinary tract and male genital organs;2013;Male and Female;15-29;259
Urinary tract and male genital organs;2013;Male and Female;75+;3004
Urinary tract and male genital organs;2013;Male and Female;30-44;353
Urinary tract and male genital organs;2013;Male and Female;0-14;4
Urinary tract and male genital organs;2013;Male and Female;60-74;7029
Urinary tract and male genital organs;2014;Male and Female;All ages;11103
Urinary tract and male genital organs;2014;Male and Female;45-59;1277
Urinary tract and male genital organs;2014;Male and Female;15-29;274
Urinary tract and male genital organs;2014;Male and Female;75+;2901
Urinary tract and male genital organs;2014;Male and Female;30-44;378
Urinary tract and male genital organs;2014;Male and Female;0-14;6
Urinary tract and male genital organs;2014;Male and Female;60-74;6267
Urinary tract and male genital organs;2015;Male and Female;All ages;11679
Urinary tract and male genital organs;2015;Male and Female;45-59;1274
Urinary tract and male genital organs;2015;Male and Female;15-29;231
Urinary tract and male genital organs;2015;Male and Female;75+;3062
Urinary tract and male genital organs;2015;Male and Female;30-44;367
Urinary tract and male genital organs;2015;Male and Female;0-14;4
Urinary tract and male genital organs;2015;Male and Female;60-74;6741
