ZIPCODE	GENDER_FEMALE	GENDER_MALE	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	HEIGHT_T1	WAIST_T1	BMI_T2	WEIGHT_T2	HIP_T2	HEIGHT_T2	WAIST_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
9648	58,11	41,89	7	8	44,19	49,02	26,48	79,63	99,14	172,80	92,97	26,50	79,68	99,20	173,08	91,29	32,51	31,79	71,98	73,48	11,44	10,02	75,73	74,13	71,27	67,69	95,00	94,19	127,88	127,89	13,65	5,00	5,11	4,98	5,10	10,36	6,44	20,43	3,10	4,59	23,94	3,01	546,60	2805,83	241,25	1279,10	1,79	7,04	35,56	2,06	5,31	5,75	29,65	18,86	19,21	21,98	21,88	29,63	18,00	28,83	1,14	2,39	0,81	1,95	2009,85	-0,49	2,04	1,52
9649	59,42	40,58	5	8	44,17	50,16	27,20	81,80	100,33	173,08	94,36	27,55	83,28	100,76	173,71	94,00	42,53	42,01	70,98	69,46	14,52	14,59	75,19	75,34	71,40	68,73	94,54	95,65	127,62	130,01	18,92	5,04	5,06	5,03	5,19	12,23	7,42	23,52	3,66	5,93	23,27	2,84	527,03	2792,36	227,40	1294,20	1,66	8,84	40,00	4,02	10,69	5,25	29,57	19,48	19,62	22,33	22,20	29,40	18,53	28,43	1,16	2,31	0,85	1,98	2009,92	-1,45	2,39	2,40
9651	60,46	39,54	2	8	43,55	47,55	26,95	82,75	100,01	174,47	93,91	26,95	82,31	99,59	174,15	92,55	32,41	35,37	79,67	76,97	12,90	10,84	75,06	72,82	71,06	66,98	93,95	92,69	126,19	125,28	10,89	5,03	5,01	5,09	5,10	13,65	7,12	18,85	2,73	4,30	23,81	2,99	335,35	1739,32	239,90	1262,05	1,84	9,92	36,70	2,68	7,48	6,12	29,49	19,03	20,30	22,28	22,24	29,29	18,17	28,66	1,12	2,47	0,98	1,62	2009,88	-0,17	2,64	2,18
9661	54,22	45,78	2	8	39,43	45,60	25,46	76,28	95,82	171,85	89,68	26,34	79,08	98,64	173,23	90,75	42,93	37,96	52,73	76,64	5,61	12,41	73,91	73,61	72,18	69,28	93,78	94,04	127,32	128,44	10,68	4,77	5,00	4,82	5,14	8,25	5,66	20,11	2,76	5,09	23,78	2,95	653,58	3402,59	158,51	927,24	1,81	6,70	28,70	2,54	3,54	5,98	29,85	18,52	19,11	21,80	21,85	29,98	17,71	29,25	0,98	1,83	0,85	1,57	2007,05	-0,60	0,80	1,77
9663	57,96	42,04	6	8	43,51	49,15	27,05	81,18	100,14	172,55	93,51	27,55	82,62	100,96	172,88	93,92	46,94	44,37	47,53	66,38	15,72	17,63	75,46	74,46	72,46	69,24	95,31	94,74	128,99	128,56	17,61	4,93	5,15	4,90	5,29	12,87	7,68	26,63	4,79	7,34	24,55	3,16	578,39	2942,10	219,37	1147,00	1,83	8,21	36,89	3,55	10,31	6,34	29,12	19,44	19,77	22,36	21,86	29,15	18,79	28,14	1,15	2,26	0,76	1,83	2007,26	-0,96	3,40	2,69
9665	55,38	44,62	11	8	42,25	48,79	26,83	80,14	99,34	172,05	93,37	27,57	82,97	100,81	173,24	94,39	52,20	52,37	49,46	68,62	12,79	16,25	75,14	75,08	73,09	70,05	94,89	95,42	128,50	130,14	17,57	4,89	5,15	4,98	5,25	11,56	8,34	26,94	4,95	7,47	23,63	2,93	631,42	3220,11	229,43	1210,15	1,82	8,39	36,52	4,17	8,73	4,45	29,48	19,37	19,69	22,37	21,93	29,44	18,52	28,54	1,21	2,16	0,83	1,86	2007,35	-1,47	2,72	2,75
9671	59,87	40,13	3	8	45,12	49,15	26,21	79,42	99,24	173,77	92,14	26,35	80,11	99,03	174,12	90,56	33,11	34,48	68,57	68,32	13,43	12,25	74,10	73,91	70,51	67,30	93,44	94,23	125,96	128,55	16,61	5,12	5,04	5,11	5,05	12,81	5,74	22,67	4,52	5,50	24,07	3,00	483,94	2561,74	271,07	1497,41	1,69	6,71	39,81	2,14	3,33	8,56	29,35	19,20	20,37	22,60	22,59	28,73	18,47	28,01	1,12	2,67	0,65	1,78	2009,91	-1,72	3,06	3,07
9673	62,38	37,62	2	8	43,56	47,00	26,97	80,61	100,14	172,39	94,05	27,00	80,56	99,56	172,47	92,21	38,95	32,58	68,72	66,17	8,89	12,78	73,52	72,72	71,94	68,73	92,92	93,41	125,45	127,76	13,71	4,97	5,12	4,91	5,10	8,94	6,81	15,93	5,56	7,07	24,09	3,01	476,47	2514,11	283,13	1547,39	1,97	3,98	35,29	4,39	6,19	5,26	29,49	18,69	19,63	22,02	21,93	29,71	18,34	28,38	1,25	2,67	0,75	1,61	2010,00	-3,38	1,89	1,20
9674	59,40	40,60	2	8	41,79	45,12	26,46	80,29	99,81	173,76	92,02	26,53	81,18	98,91	174,67	89,96	30,00	25,86	73,14	72,83	10,25	12,64	73,86	73,11	71,74	67,38	93,34	93,34	125,88	127,10	13,46	5,01	5,01	4,94	5,05	16,80	6,18	24,10	2,27	3,42	23,98	2,99	456,92	2463,15	267,18	1514,45	1,79	6,44	30,77	3,75	6,88	6,25	29,82	19,30	19,64	22,47	22,94	29,30	18,24	28,80	1,24	2,86	0,78	2,12	2009,95	-0,81	1,83	2,05
9675	57,82	42,18	6	8	42,88	46,98	26,35	80,05	98,65	173,71	91,74	26,53	80,87	98,60	174,26	90,46	33,82	29,62	76,25	75,63	9,98	9,60	74,39	74,40	70,95	67,36	93,34	94,34	125,29	127,94	12,62	5,03	5,03	5,00	5,09	13,29	6,87	21,31	4,05	5,30	23,64	2,92	489,16	2600,31	280,09	1554,94	1,77	6,90	37,45	2,42	6,32	4,86	29,97	18,78	19,63	22,41	22,54	29,48	17,94	28,51	1,09	2,52	0,78	1,98	2009,99	-1,23	1,94	1,78
9677	61,44	38,56	1	8	43,55	46,26	26,95	80,90	99,58	172,50	93,76	27,36	82,86	99,78	173,48	92,60	39,44	38,10	79,14	81,73	11,51	12,38	76,18	75,26	71,48	69,19	95,73	95,42	129,01	129,55	20,00	5,09	4,98	5,11	5,11	13,14	8,15	25,00	2,61	3,92	23,44	2,83	496,40	2541,73	208,88	1104,12	1,64	4,58	37,29	4,55	5,95	4,49	29,81	19,14	19,63	22,28	22,02	29,21	18,36	28,42	1,26	2,66	0,70	1,73	2009,90	-0,88	2,16	2,45
9678	55,60	44,40	2	8	42,20	45,09	26,57	80,04	99,42	172,78	92,64	26,49	80,32	98,82	173,59	90,12	30,00	32,21	77,78	75,17	8,17	7,38	75,14	74,77	71,84	68,72	94,51	94,61	127,53	127,90	11,16	4,96	5,01	4,77	5,05	11,06	5,67	19,81	3,52	4,87	24,40	3,04	416,88	2223,98	237,10	1325,05	2,01	6,96	28,71	2,21	2,99	2,21	29,94	18,86	20,06	21,98	21,47	29,98	18,01	29,04	0,96	2,52	0,70	1,97	2010,00	0,06	1,02	2,59
9679	55,71	44,29	7	8	43,66	47,71	26,57	80,63	99,43	173,50	93,11	26,95	82,21	99,62	174,37	91,93	36,43	35,95	72,87	74,02	10,28	12,85	74,27	74,19	70,39	67,38	93,63	94,83	126,05	129,38	15,30	5,00	5,01	5,03	5,17	12,63	5,62	19,24	3,19	4,72	23,96	2,96	529,39	2781,92	255,51	1412,54	1,81	7,07	32,23	3,86	5,84	4,80	29,97	18,60	19,24	22,06	22,02	29,44	17,76	28,83	1,06	2,13	0,63	1,78	2009,99	-0,98	1,53	1,81
9681	55,56	44,44	2	7	41,42	46,72	27,21	81,81	100,41	172,74	94,01	27,82	83,86	101,17	173,52	93,63	29,78	35,57	80,67	77,95	11,03	9,69	74,96	75,21	71,36	66,92	94,39	95,24	127,08	128,90	14,43	4,93	5,02	4,96	5,08	14,39	5,60	19,78	3,77	4,45	23,26	2,81	600,20	3065,53	281,10	1470,04	1,92	5,76	30,19	2,38	5,45	5,92	30,11	18,87	19,47	21,82	22,26	30,01	17,72	28,75	1,20	2,46	0,75	1,83	2010,00	-0,37	1,72	1,97
9682	58,65	41,35	2	8	42,72	47,37	26,44	79,37	99,08	172,55	92,40	26,91	81,49	99,58	173,80	90,74	44,27	37,10	71,58	69,60	13,98	17,60	73,98	73,77	69,93	66,18	93,12	93,99	125,29	128,02	16,67	5,05	5,00	5,07	5,04	14,59	8,29	28,19	3,90	4,88	22,26	2,61	483,58	2441,10	254,11	1293,72	1,70	7,69	37,23	7,08	9,91	1,80	29,73	18,95	20,10	21,79	21,74	29,60	18,61	28,45	1,03	2,47	0,71	1,72	2009,98	-1,37	1,92	1,99
9684	62,13	37,87	1	8	44,69	47,20	27,95	85,71	102,85	175,07	94,85	27,71	84,69	101,56	174,94	93,46	41,42	45,54	73,49	73,27	13,17	16,67	74,40	74,54	69,10	66,71	93,11	94,22	125,37	128,01	15,48	5,22	5,10	5,11	5,02	13,86	7,44	28,31	3,57	3,57	23,40	2,80	290,44	1547,34	225,64	1223,31	2,06	10,65	40,51	5,94	7,14	3,96	29,46	18,84	20,08	21,95	21,39	29,49	18,34	28,23	1,09	2,19	0,60	1,66	2009,98	-1,29	2,86	3,50
9685	58,18	41,82	1	8	42,93	48,21	26,01	78,86	97,89	173,04	90,56	26,63	81,56	98,77	174,13	90,71	15,69	18,52	66,67	55,56	3,92	0,00	74,02	75,58	68,38	68,09	92,87	94,37	124,96	126,09	7,55	4,95	5,18	5,05	5,04	7,84	7,02	13,04	3,77	5,66	25,23	3,31	355,36	1967,84	247,61	1429,09	1,56	1,82	53,85	2,94	5,88	0,00	30,68	17,98	17,66	22,73	23,48	30,07	16,21	28,72	1,16	2,24	0,88	2,31	2010,00	 	0,84	0,92
9686	59,52	40,48	1	8	43,89	47,19	27,85	84,50	101,64	173,93	94,37	27,90	85,06	101,51	174,20	94,00	39,76	40,78	71,61	72,82	14,74	21,36	75,68	75,92	70,56	67,43	94,44	95,59	127,16	129,29	17,58	5,10	5,20	5,09	5,18	9,03	6,65	24,53	6,17	6,79	23,14	2,79	255,25	1308,84	218,60	1125,57	1,92	6,02	46,38	3,19	4,30	9,68	29,24	19,99	20,58	22,25	22,48	29,35	18,39	28,04	1,05	2,56	0,78	2,17	2009,98	-2,98	1,90	2,23
9693	57,81	42,19	1	8	42,38	45,86	27,87	85,04	102,75	174,73	96,38	28,14	86,65	103,44	175,34	95,79	42,86	46,15	73,02	70,00	11,11	10,00	75,02	73,86	70,51	69,44	93,35	93,92	126,14	127,02	15,87	4,77	5,04	4,85	5,06	9,84	10,18	30,16	3,13	3,13	21,87	2,52	384,11	1947,46	174,63	900,09	1,70	4,69	36,36	2,70	2,78	5,41	29,54	19,61	21,14	22,49	23,12	28,64	18,52	27,16	1,06	2,24	0,64	1,13	2010,00	-1,71	2,60	2,78
9695	58,41	41,59	4	8	43,04	48,55	27,06	80,52	99,57	171,93	93,82	26,79	79,87	99,48	172,49	92,21	48,74	41,39	63,22	68,63	13,28	12,77	76,91	75,11	72,31	68,45	96,68	96,17	130,64	131,50	16,67	4,92	5,13	4,94	5,19	9,38	7,36	20,52	5,26	6,70	23,84	2,91	512,54	2670,35	199,60	1105,67	1,60	7,49	32,66	3,57	5,62	3,95	29,53	19,14	19,37	22,06	21,66	29,41	18,36	28,54	1,04	2,07	0,94	1,78	2008,33	-0,80	2,16	2,71
9697	58,74	41,26	3	9	46,82	52,35	26,51	79,64	98,95	172,95	92,95	26,45	79,92	99,46	173,71	91,78	36,04	35,00	69,06	65,30	8,07	14,35	75,40	75,00	70,90	67,65	94,96	95,66	128,24	130,58	16,27	5,12	5,17	5,00	5,16	10,31	4,82	18,55	4,15	5,04	24,35	3,03	581,10	3009,40	257,52	1391,50	1,76	7,51	31,30	2,25	5,86	4,48	29,97	18,72	19,15	22,00	21,59	29,94	18,18	28,80	1,06	1,95	0,84	1,68	2009,68	-2,62	1,46	1,07
9698	55,24	44,76	1	8	44,07	49,36	25,70	76,64	96,88	171,60	90,14	26,07	78,77	97,07	173,35	91,04	32,99	31,43	74,03	80,00	6,32	12,86	75,85	74,41	70,80	67,95	94,63	94,31	126,57	127,62	12,75	5,19	5,00	5,03	5,10	9,57	4,77	12,90	0,97	2,91	25,70	3,34	441,40	2285,47	239,18	1274,35	1,82	4,81	27,27	4,62	6,25	7,69	28,76	19,97	20,30	22,30	21,55	29,19	18,34	27,65	1,17	2,56	0,67	1,93	2008,55	-0,42	1,51	2,20
9699	57,61	42,39	1	9	45,43	52,83	27,16	82,88	101,47	174,29	96,51	27,56	84,17	102,13	174,64	95,46	40,00	40,00	55,00	69,64	6,90	9,09	76,38	75,00	71,18	65,12	96,46	95,33	130,85	130,57	13,19	5,01	5,04	5,06	5,19	8,05	13,59	27,16	4,49	5,62	24,38	3,09	611,05	2944,45	275,99	1269,11	1,76	5,43	40,00	5,66	5,77	3,77	30,29	18,30	18,03	22,50	21,75	29,70	17,22	28,18	1,15	2,10	0,63	1,48	2008,35	-0,74	1,15	1,07
9711	57,94	42,06	4	6	33,80	39,20	23,93	74,14	93,58	175,73	83,62	24,20	74,81	96,87	175,60	84,43	8,09	7,17	57,45	77,60	6,09	11,60	69,15	70,30	72,28	70,92	87,74	89,71	118,16	120,95	4,58	4,77	4,82	4,75	4,83	11,16	4,57	30,61	1,09	1,09	24,71	3,13	454,71	2552,54	337,82	1968,06	0,49	1,86	42,44	2,04	3,06	9,09	29,73	19,05	19,78	23,86	24,32	27,76	18,39	27,52	1,31	3,60	0,77	3,10	2009,93	-2,30	2,48	3,02
9712	61,54	38,46	4	6	33,99	40,29	23,94	74,56	93,82	176,14	83,63	24,47	76,26	97,51	176,28	85,71	5,34	4,59	56,22	81,28	7,29	6,39	69,18	70,29	71,42	69,08	87,88	89,87	118,24	121,21	3,93	4,82	4,84	4,82	4,89	8,55	4,05	25,55	1,41	1,65	23,97	2,98	440,32	2441,07	336,54	1922,16	0,57	2,52	40,50	1,62	3,83	7,57	29,89	17,97	19,56	23,55	24,19	28,27	18,08	27,69	1,07	3,16	0,80	2,92	2009,88	-2,75	1,46	3,41
9713	62,59	37,41	7	6	34,58	38,75	24,27	73,72	94,38	174,33	84,44	24,62	74,84	97,69	174,40	85,36	13,27	10,82	63,26	82,73	9,41	9,02	69,32	69,45	72,94	69,80	87,92	88,89	118,03	120,14	4,90	4,72	4,82	4,69	4,87	9,60	4,72	26,60	1,60	2,18	24,77	3,16	524,87	2881,93	358,97	2052,44	0,70	2,55	44,12	1,48	5,65	7,10	29,81	18,92	20,15	23,42	24,03	28,20	18,66	27,57	1,12	3,44	0,83	2,85	2009,87	-2,60	2,29	2,73
9714	63,49	36,51	3	6	31,14	36,66	23,57	73,10	93,08	175,85	82,37	24,11	74,92	97,02	176,08	84,14	3,59	3,95	55,97	87,01	6,11	6,78	67,78	69,29	72,77	69,76	86,48	88,09	116,98	118,68	1,65	4,71	4,75	4,84	4,86	10,28	3,11	25,84	0,57	0,85	24,09	3,02	461,48	2687,94	370,85	2234,82	0,59	1,91	41,44	2,07	7,59	6,21	29,99	18,50	20,13	23,52	24,80	28,25	18,48	27,65	1,06	3,44	0,80	2,91	2009,79	-0,84	1,35	1,85
9715	58,99	41,01	3	6	33,24	37,97	24,00	73,95	93,88	175,10	84,31	23,68	72,79	95,93	174,94	83,41	10,94	6,97	62,47	86,63	8,18	10,40	69,08	69,58	72,99	69,98	87,98	89,45	118,84	121,06	6,15	4,70	4,90	4,79	5,02	11,90	5,59	27,22	1,61	2,42	23,45	2,86	487,69	2666,12	330,82	1881,77	0,64	2,05	49,59	1,92	5,84	7,69	29,19	18,79	20,54	23,71	24,38	27,51	18,92	27,37	1,32	3,84	0,95	3,31	2009,87	-3,55	3,36	2,73
9716	54,72	45,28	1	6	32,86	39,07	24,36	75,09	94,62	175,73	85,25	24,38	74,16	97,93	174,81	84,75	11,43	9,26	56,57	84,91	10,78	5,56	69,38	70,46	74,09	68,44	88,64	90,39	120,33	122,14	3,88	4,80	4,89	4,73	4,99	14,71	5,20	28,57	2,97	3,96	23,42	2,88	524,43	2862,99	352,92	2005,43	0,56	2,86	39,29	0,00	2,50	2,44	29,32	19,20	20,25	23,73	24,21	27,70	19,06	27,06	1,19	3,26	0,81	2,91	2009,89	-3,55	2,24	0,84
9717	59,09	40,91	3	7	36,21	42,75	23,69	74,38	94,06	176,79	84,00	23,85	74,49	95,94	176,33	83,98	4,99	5,46	66,77	82,42	5,93	7,65	68,45	69,58	72,98	70,56	86,76	88,68	116,68	119,36	3,76	4,82	4,81	4,76	4,84	7,74	4,55	21,94	0,60	0,90	25,20	3,24	461,74	2566,03	360,27	2058,71	0,82	1,72	38,28	4,71	5,39	7,06	29,81	18,92	19,94	23,39	23,57	28,05	18,49	27,97	1,25	3,57	0,66	2,90	2009,82	-0,46	2,79	2,76
9718	58,27	41,73	3	6	35,12	41,73	24,14	75,11	94,19	176,10	84,13	24,44	75,99	97,59	176,04	85,18	6,49	3,40	57,87	82,04	8,14	7,73	69,14	70,04	72,01	70,70	87,77	90,05	118,11	122,18	5,96	4,83	4,87	4,94	4,90	9,71	4,90	23,25	1,85	2,12	24,31	3,07	511,86	2825,38	386,19	2197,04	0,77	3,32	35,45	2,69	3,24	5,91	30,16	18,27	19,25	23,02	24,21	28,33	18,02	28,15	1,00	3,22	0,72	2,80	2009,87	-1,21	1,27	1,49
9721	63,15	36,85	4	7	39,53	43,84	24,61	75,25	95,59	174,68	86,10	24,54	74,87	97,90	174,67	85,47	10,44	8,39	71,43	82,18	6,24	9,85	70,34	69,50	72,54	69,51	89,05	89,38	119,42	121,19	6,64	4,94	4,98	4,85	5,03	7,93	5,02	21,43	2,23	3,13	25,07	3,24	508,11	2765,52	354,48	1997,40	1,15	3,90	39,53	2,05	6,61	6,15	30,11	18,53	19,74	22,63	23,22	28,87	17,98	28,45	1,13	2,99	0,67	2,36	2009,89	-0,47	1,94	1,92
9722	60,22	39,78	3	7	40,04	45,41	23,95	73,06	93,75	174,09	84,36	24,24	73,74	97,00	174,09	85,22	7,29	6,38	73,29	83,51	5,26	6,91	70,43	70,20	71,71	70,67	89,12	90,21	119,46	122,34	7,45	4,99	4,92	5,02	5,02	11,70	4,21	15,76	1,15	2,60	25,78	3,40	483,64	2680,65	385,24	2188,62	1,28	3,93	39,42	3,61	3,61	6,02	30,06	18,73	19,51	22,94	23,09	28,93	18,13	28,12	1,14	3,09	0,80	2,75	2009,82	0,21	1,87	2,28
9723	52,10	47,90	3	7	39,96	44,90	24,20	74,54	93,74	174,94	84,92	24,24	75,51	96,68	176,06	85,39	14,73	12,96	75,09	84,57	6,23	9,26	70,96	71,91	70,78	68,30	89,50	91,53	119,62	123,11	8,28	4,79	4,93	4,77	5,02	9,34	5,58	21,32	2,72	2,72	24,91	3,21	472,86	2535,55	322,48	1783,63	1,36	4,55	36,30	0,72	3,60	2,90	30,39	18,63	19,31	22,72	23,07	29,26	18,02	28,38	0,91	2,87	0,56	2,39	2009,90	0,76	1,48	1,66
9724	61,54	38,46	2	6	34,74	41,33	24,15	74,89	94,59	175,77	84,38	24,58	75,74	97,54	175,30	85,24	8,42	9,55	64,95	87,26	8,50	10,19	69,79	72,24	74,08	70,20	88,37	91,88	118,60	123,32	3,39	4,83	4,85	4,84	4,85	8,87	5,21	32,61	0,35	0,35	24,79	3,16	497,47	2793,10	352,30	2067,22	0,57	2,36	34,21	1,40	2,82	6,29	29,73	18,27	19,93	23,28	24,00	28,64	18,08	27,73	1,16	3,47	0,80	2,83	2009,87	-0,72	2,03	1,68
9725	60,92	39,08	4	6	34,01	39,21	24,16	75,57	94,82	176,47	84,14	24,27	75,75	97,20	176,36	84,30	5,32	5,62	68,79	87,64	5,59	8,99	69,78	70,46	72,60	69,83	88,00	89,50	118,08	120,21	3,54	4,74	4,87	4,75	4,93	9,19	4,14	25,30	0,46	0,92	24,19	3,04	488,81	2730,01	324,37	1907,83	0,42	3,09	39,79	2,23	3,62	7,62	30,05	18,54	19,75	23,53	24,12	28,75	18,06	27,94	1,08	3,16	0,74	2,55	2009,90	-0,64	1,49	1,63
9726	60,96	39,04	2	6	31,47	36,70	23,04	71,57	92,44	176,04	81,91	23,30	72,18	95,22	175,62	81,92	4,42	4,65	54,36	79,69	6,50	9,30	68,29	69,04	74,58	71,14	86,96	88,15	117,39	119,25	3,61	4,76	4,76	4,69	4,74	6,12	3,74	24,26	0,41	1,24	24,32	3,09	438,74	2467,26	316,76	1857,35	0,42	2,41	31,88	1,87	1,89	6,54	30,09	18,39	20,08	23,29	24,62	28,42	18,43	27,85	1,08	3,68	0,87	3,46	2009,89	-1,44	1,50	2,93
9727	60,48	39,52	3	6	35,21	41,50	24,16	74,66	93,76	175,28	84,65	24,52	76,01	97,96	175,73	85,55	4,33	4,84	76,10	87,63	4,95	7,03	70,42	70,22	72,10	70,05	88,54	89,96	118,20	121,31	4,32	4,74	4,90	4,77	4,91	8,36	3,49	18,10	0,91	1,22	24,87	3,20	545,56	3084,44	357,86	2145,94	0,89	1,80	33,93	1,84	3,09	11,73	30,12	17,98	19,75	23,26	24,03	28,91	18,10	28,42	1,09	3,05	0,82	2,85	2009,84	-0,19	1,32	1,80
9728	58,61	41,39	4	8	41,87	47,79	24,66	75,64	95,61	174,91	86,55	24,79	76,16	98,23	175,17	86,89	14,07	12,95	70,51	77,62	9,66	9,32	71,34	72,06	72,24	68,97	90,33	92,89	121,10	125,77	10,71	5,01	5,02	5,11	5,08	9,21	4,72	13,18	2,21	3,10	25,94	3,42	458,95	2541,58	355,13	2022,44	1,23	5,72	44,36	3,32	2,52	7,88	30,23	18,52	19,50	22,43	22,78	29,07	17,85	28,61	1,01	2,86	0,81	2,58	2009,88	-0,99	2,03	2,17
9731	59,91	40,09	6	8	42,94	47,69	25,25	76,77	95,91	173,79	88,06	25,32	77,08	98,76	174,18	88,15	21,58	17,57	82,01	83,07	6,85	9,23	71,44	71,67	72,83	70,74	90,00	91,62	119,92	123,33	10,92	5,06	4,98	5,03	5,06	8,66	6,18	18,05	0,46	2,32	25,09	3,23	535,39	2926,10	350,23	2000,33	1,62	3,82	38,41	1,51	5,34	4,55	30,01	18,51	19,24	22,55	22,75	29,41	17,93	28,53	0,96	2,56	0,74	2,12	2009,82	0,98	1,86	1,72
9732	59,76	40,24	1	8	41,48	46,23	26,37	79,27	98,21	172,85	90,60	26,52	80,35	100,34	173,76	91,08	27,39	25,77	80,26	75,26	14,94	11,34	70,79	71,10	72,03	69,64	89,41	91,50	119,54	123,56	11,18	5,02	5,04	5,13	5,25	9,80	7,89	27,89	3,16	5,10	22,96	2,78	588,61	3102,30	313,98	1729,12	1,55	4,91	43,48	4,76	8,43	8,33	29,50	19,32	19,99	23,81	22,80	28,16	19,04	26,99	1,25	3,54	0,91	2,82	2009,88	-0,68	3,30	3,75
9733	60,24	39,76	1	8	45,95	51,52	26,52	79,73	99,34	173,07	91,22	26,94	80,58	102,50	172,63	92,50	33,33	25,00	74,67	67,31	14,47	25,00	71,55	70,05	72,13	72,71	91,76	91,57	123,22	124,60	9,88	4,96	5,24	4,88	5,25	9,33	9,93	25,32	6,17	7,41	24,35	3,07	641,37	3406,82	331,49	1857,41	1,95	8,43	64,29	6,38	13,04	8,51	28,56	19,47	20,13	22,81	21,83	27,97	19,35	27,50	1,32	2,88	0,80	2,41	2009,95	-1,92	3,24	3,43
9734	59,54	40,46	1	8	42,97	49,45	25,30	76,62	96,72	173,68	88,30	25,38	76,50	99,99	173,58	88,37	15,57	14,55	81,21	85,32	7,83	10,91	71,73	71,91	71,69	69,50	90,16	92,73	120,33	125,33	13,61	5,06	4,99	5,15	5,06	9,04	6,37	22,36	1,19	2,98	25,19	3,31	518,70	2768,62	313,34	1741,83	1,65	6,36	37,10	2,33	8,24	5,81	29,83	18,19	19,26	22,54	22,74	28,39	17,92	28,36	0,94	2,50	0,72	1,90	2009,86	1,47	1,72	3,12
9736	60,45	39,55	4	7	39,41	44,11	25,54	76,59	96,61	172,66	87,32	25,58	76,68	98,62	172,97	87,96	27,29	20,81	70,10	80,09	11,14	17,04	70,46	70,32	72,92	70,87	88,97	89,89	118,87	121,21	8,67	4,91	5,06	4,80	5,15	13,00	6,82	26,29	4,56	5,52	24,34	3,08	536,94	2805,42	364,12	1941,30	1,83	4,34	40,22	5,67	7,29	8,33	29,22	18,92	20,09	22,48	22,23	28,35	18,53	28,13	1,33	3,26	1,13	2,75	2009,88	-2,56	3,21	2,96
9737	58,61	41,39	4	7	40,05	45,45	25,27	77,26	96,84	174,29	87,97	25,15	77,67	98,30	175,29	88,11	17,18	12,93	76,05	83,19	14,04	11,30	71,57	71,09	73,46	70,41	90,06	91,32	120,35	123,06	8,76	4,92	5,01	4,99	5,04	11,14	6,87	25,26	2,14	2,62	24,42	3,08	538,04	2846,47	365,68	1984,68	1,63	6,50	36,32	3,05	6,12	5,50	29,44	19,08	20,35	22,66	22,61	28,41	18,71	27,63	1,20	3,25	0,82	2,80	2009,92	-0,62	3,07	2,94
9741	60,71	39,29	3	6	35,69	40,42	24,25	73,13	93,71	173,33	84,33	24,53	74,35	97,35	173,81	85,25	17,41	13,10	56,78	73,05	8,93	10,12	68,99	68,79	73,36	70,94	87,88	88,77	118,67	120,75	6,12	4,81	4,90	4,77	4,91	12,19	4,24	20,58	2,01	2,35	24,73	3,16	461,12	2529,86	316,44	1806,46	1,23	3,61	40,91	4,67	9,40	9,27	29,77	18,26	20,70	23,10	23,74	28,19	18,51	27,70	1,03	3,25	0,87	2,76	2009,84	-4,30	1,93	3,26
9742	57,93	42,07	2	8	42,31	47,77	25,49	77,40	96,81	174,08	88,57	25,63	77,85	99,07	174,38	89,32	20,36	19,75	62,40	69,75	11,03	12,35	70,88	71,67	73,42	70,92	90,52	92,97	122,40	126,29	15,44	4,83	5,08	4,89	5,08	9,51	5,87	18,05	4,69	5,78	24,51	3,13	490,08	2679,44	384,98	2153,94	1,44	5,92	43,75	3,55	9,35	9,93	29,62	18,80	20,15	22,94	23,32	28,76	18,24	27,88	1,23	2,89	0,89	2,69	2009,86	-3,42	2,46	3,39
9743	60,70	39,30	2	7	40,70	48,13	25,52	77,37	97,56	174,00	88,98	26,02	78,51	100,17	173,69	90,13	29,92	32,81	50,00	62,99	13,79	17,19	70,14	70,09	73,41	70,68	89,97	92,55	122,32	128,06	15,66	4,90	5,00	5,03	5,18	12,99	5,64	13,85	3,28	3,28	23,97	3,01	492,97	2644,76	342,32	1891,54	1,42	8,76	58,33	2,70	2,88	6,31	28,91	19,15	20,76	23,10	23,73	27,12	18,97	27,56	1,24	3,21	0,96	2,64	2009,80	-3,58	3,37	3,54
