ZIPCODE	GENDER	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	WAIST_T1	HEIGHT_T1	BMI_T2	WEIGHT_T2	HIP_T2	WAIST_T2	HEIGHT_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
9695	2	2	8	41,78	46,63	27,09	75,71	100,75	91,58	166,86	26,84	75,56	100,73	89,40	167,77	47,19	40,63	60,43	65,41	11,61	11,88	74,77	72,69	73,64	70,09	94,10	93,60	126,96	128,25	16,60	4,95	5,04	5,01	5,10	9,38	6,21	21,05	4,51	6,97	24,55	3,06	386,18	2021,17	185,94	1019,98	1,60	7,20	40,50	4,83	8,45	6,85	29,15	19,14	20,19	22,27	20,95	29,24	18,98	28,24	1,06	2,34	1,10	2,20	2008,32	-0,80	2,93	3,58
9697	1	1	9	48,63	53,64	27,01	89,16	99,15	98,22	181,47	26,75	89,30	98,40	96,94	182,80	35,97	37,78	68,80	67,05	4,55	12,22	77,64	76,48	69,56	64,15	97,92	97,74	132,97	133,98	14,18	5,18	5,36	4,96	5,37	7,58	5,71	17,56	5,76	7,91	22,77	2,66	737,89	3847,94	279,39	1555,44	 	7,69	23,08	1,06	2,11	0,00	30,65	18,56	18,10	21,19	23,24	30,64	16,68	29,68	0,87	1,58	0,94	1,69	2009,61	-2,59	1,08	1,25
9697	2	2	9	45,55	51,45	26,15	72,96	98,81	89,25	166,96	26,25	73,40	100,20	88,19	167,38	36,08	33,08	69,23	64,12	10,53	15,79	73,83	73,98	71,83	70,09	92,90	94,22	124,95	128,21	17,77	5,07	5,05	5,03	5,02	12,23	4,20	19,25	3,03	3,03	25,41	3,28	475,33	2443,75	242,76	1280,91	1,76	7,39	36,71	3,13	8,66	7,75	29,54	18,82	19,82	22,51	20,53	29,49	19,14	28,24	1,20	2,22	0,77	1,68	2009,73	-2,65	1,73	0,95
9698	2	1	9	45,79	50,91	25,68	71,91	97,99	87,47	167,40	25,92	72,71	97,54	87,72	167,51	38,60	34,15	68,09	78,05	7,27	9,76	74,69	72,76	71,19	70,20	93,03	92,85	124,12	125,70	13,79	5,12	4,89	5,20	5,12	12,96	3,93	12,96	1,75	3,51	26,24	3,50	331,86	1675,69	193,92	985,98	1,82	3,45	35,71	2,63	5,41	7,89	28,60	19,90	21,04	22,28	19,87	29,69	18,42	27,74	1,20	2,81	0,71	2,15	2008,41	-0,41	2,09	2,30
9699	2	1	9	45,60	53,03	27,27	78,27	103,08	94,99	168,93	27,65	79,47	104,81	92,62	169,33	35,42	43,33	46,88	61,29	8,16	10,00	74,15	72,74	71,36	65,15	95,06	94,50	129,30	131,18	11,54	4,98	4,93	5,11	5,09	4,08	10,48	26,09	3,85	3,85	26,06	3,44	342,04	1738,89	187,58	966,56	1,76	1,89	53,85	6,67	6,90	3,33	29,95	17,86	19,19	23,21	21,00	28,52	18,60	27,88	1,20	2,26	0,66	1,76	2008,26	-0,72	2,04	0,60
9711	1	2	6	34,08	38,72	24,39	81,85	94,14	87,94	183,20	24,32	82,02	96,04	89,32	183,57	7,88	7,00	55,56	77,78	4,50	9,09	70,45	73,57	70,84	68,76	90,50	93,47	123,31	126,54	4,00	4,82	4,95	4,85	4,96	12,50	5,41	37,43	2,04	2,04	22,55	2,65	474,77	2765,98	359,65	2190,39	 	2,46	44,44	1,23	1,25	4,94	29,95	18,70	19,30	23,14	25,59	27,49	17,32	27,74	1,28	3,38	0,68	2,88	2009,90	-2,29	1,79	2,31
9711	2	2	6	33,60	39,53	23,60	68,55	93,18	80,49	170,30	24,11	69,80	97,44	81,03	170,06	8,24	7,28	58,82	77,48	7,25	13,25	68,21	68,02	73,33	72,42	85,74	87,10	114,43	117,06	5,00	4,73	4,72	4,68	4,74	10,18	3,95	25,59	0,38	0,38	26,30	3,49	440,51	2401,35	322,35	1810,58	0,49	1,42	40,66	2,61	4,31	11,97	29,56	19,30	20,14	24,39	23,35	27,96	19,20	27,36	1,33	3,76	0,82	3,25	2009,94	-2,30	2,97	3,52
9712	1	1	6	35,17	41,46	24,42	83,09	94,51	88,50	184,42	24,87	84,11	97,28	90,53	183,83	4,17	3,41	64,20	84,27	3,64	3,37	71,84	73,36	70,88	67,30	91,96	93,63	124,55	126,08	3,61	4,89	4,93	4,90	5,02	7,41	5,29	30,86	1,20	1,81	21,68	2,45	478,35	2693,13	345,63	2029,53	 	1,18	38,78	0,00	0,00	5,56	30,04	18,12	19,16	23,29	25,02	27,76	17,30	27,55	1,26	3,01	0,75	2,77	2009,88	-2,75	0,95	3,06
9712	2	2	6	33,25	39,48	23,64	69,23	93,38	80,58	170,96	24,19	70,68	97,67	82,28	170,90	6,08	5,38	51,17	79,23	9,62	8,46	67,52	68,08	71,76	70,36	85,33	87,18	114,31	117,71	4,12	4,78	4,78	4,77	4,80	9,27	3,25	22,04	1,54	1,54	25,46	3,33	416,06	2280,18	330,74	1853,63	0,57	3,37	41,67	2,65	6,31	8,85	29,79	17,87	19,82	23,72	23,64	28,61	18,58	27,77	0,95	3,26	0,83	3,02	2009,88	-2,75	1,78	3,67
9713	1	2	6	35,14	40,14	24,40	81,35	94,47	88,66	182,73	24,78	82,49	97,28	90,24	182,63	16,79	16,78	65,71	84,46	9,41	11,41	72,27	72,85	71,08	68,06	91,77	92,54	123,50	124,42	4,62	4,76	4,90	4,82	4,97	12,16	5,69	28,16	1,95	2,72	22,90	2,81	526,62	2969,94	391,25	2293,11	 	2,27	39,81	0,80	4,88	3,20	29,96	19,02	19,42	23,14	25,23	27,66	18,06	27,47	0,98	3,05	0,64	2,38	2009,83	-2,60	2,23	2,40
9713	2	4	6	34,25	37,89	24,19	69,15	94,33	81,92	169,31	24,52	70,11	97,95	82,33	169,31	11,16	7,11	61,80	81,67	9,41	7,53	67,56	67,35	74,05	70,87	85,61	86,63	114,76	117,50	5,07	4,70	4,77	4,61	4,81	8,06	4,14	25,67	1,39	1,86	25,88	3,37	523,87	2831,51	340,48	1914,57	0,70	2,72	46,95	1,88	6,10	9,39	29,73	18,86	20,59	23,59	23,30	28,53	19,02	27,62	1,21	3,67	0,95	3,14	2009,89	-2,60	2,33	2,93
9714	1	1	6	31,64	36,92	23,88	80,91	93,45	86,60	183,93	24,29	81,98	96,21	88,06	183,64	4,55	3,13	63,78	87,50	6,11	6,25	69,45	72,61	71,08	69,15	89,73	91,48	122,91	122,68	1,49	4,73	4,83	4,85	4,99	10,69	3,21	23,97	0,79	0,79	22,54	2,69	490,14	2951,74	398,32	2492,63	 	0,75	35,00	0,00	5,77	3,85	30,94	17,69	19,07	22,62	25,11	28,44	16,86	27,77	0,93	3,09	0,58	2,59	2009,70	-0,83	1,20	2,13
9714	2	2	5	30,85	36,50	23,39	68,62	92,87	79,94	171,21	24,00	70,36	97,53	81,60	171,20	3,04	4,42	51,56	86,73	6,11	7,08	66,81	67,15	73,75	70,16	84,63	85,91	113,55	116,09	1,75	4,70	4,71	4,84	4,78	10,04	3,05	26,92	0,45	0,89	24,95	3,20	445,10	2537,20	355,16	2087,51	0,59	2,58	45,07	3,23	8,60	7,53	29,44	18,97	20,74	24,05	24,62	28,13	19,42	27,58	1,13	3,63	0,93	3,09	2009,85	-0,84	1,43	1,66
9715	1	1	6	33,54	38,40	24,78	82,41	95,26	89,73	182,00	25,06	83,06	97,57	90,73	182,06	10,39	10,96	60,81	83,78	6,54	10,81	71,38	72,73	72,51	70,29	91,77	93,18	125,26	126,16	6,29	4,84	5,13	5,05	5,39	13,73	7,20	32,14	3,25	4,55	21,53	2,40	493,11	2770,52	337,00	1989,99	 	0,63	52,00	0,00	1,79	5,26	29,29	18,19	19,91	23,59	25,88	26,97	17,92	27,09	1,33	3,39	0,79	2,76	2009,88	-3,55	3,50	2,94
9715	2	2	6	33,03	37,71	23,45	68,03	92,92	80,54	170,28	22,84	66,51	94,93	78,92	170,58	11,30	4,69	63,56	88,28	9,29	10,16	67,48	67,66	73,32	69,78	85,36	87,17	114,38	117,94	6,06	4,61	4,74	4,62	4,77	10,67	4,52	23,92	0,46	0,92	24,71	3,15	484,04	2595,80	326,65	1808,89	0,64	3,03	47,89	3,03	8,16	9,09	29,13	19,20	20,96	23,79	23,39	27,87	19,58	27,56	1,32	4,14	1,04	3,63	2009,86	-3,55	3,27	2,61
9716	2	1	6	31,84	38,03	24,02	69,35	94,59	81,73	170,40	24,10	69,24	98,62	81,25	170,22	10,53	6,06	55,36	90,63	14,04	9,09	68,34	68,03	74,19	67,62	86,62	87,18	116,62	117,91	5,26	4,74	4,81	4,58	4,93	15,79	4,43	25,93	3,57	5,36	24,07	3,09	453,37	2472,78	307,04	1741,11	0,56	5,26	50,00	0,00	3,85	3,85	29,35	19,18	21,18	23,82	23,58	28,30	19,20	27,30	1,49	3,74	0,82	3,52	2009,93	-3,54	2,74	0,92
9717	1	1	7	36,08	43,23	24,31	83,20	94,87	89,48	184,64	24,66	84,32	96,60	89,86	184,70	5,19	5,63	68,66	88,57	4,48	5,63	69,95	72,93	71,89	69,34	89,63	92,98	121,77	125,56	5,76	4,95	4,93	4,87	4,99	7,46	5,95	23,44	1,46	1,46	23,38	2,83	469,99	2694,67	373,91	2214,25	 	1,41	17,39	2,99	3,03	4,48	30,30	18,83	19,08	22,69	24,58	27,79	17,52	28,25	1,45	3,04	0,54	2,48	2009,81	-0,46	2,33	2,45
9717	2	2	7	36,30	42,43	23,27	68,27	93,50	80,21	171,35	23,30	67,88	95,50	80,02	170,71	4,85	5,36	65,50	78,57	6,90	8,93	67,40	67,34	73,73	71,39	84,77	85,79	113,15	115,20	2,42	4,73	4,73	4,68	4,75	7,92	3,60	20,94	0,00	0,51	26,40	3,51	456,30	2481,21	351,29	1956,15	0,82	1,93	50,00	5,83	6,93	8,74	29,48	18,97	20,51	23,86	22,90	28,22	19,14	27,78	1,12	3,94	0,74	3,17	2009,83	-0,46	3,09	2,96
9718	1	1	6	35,92	42,26	24,34	81,92	93,95	88,27	183,05	24,60	82,91	96,55	89,91	183,25	7,45	2,47	64,71	88,89	7,64	7,32	70,48	73,22	70,34	69,70	90,29	93,18	122,81	125,87	6,21	4,81	4,96	5,01	5,05	5,73	6,61	28,87	3,21	3,21	22,33	2,61	553,19	3094,74	379,27	2225,13	 	1,22	31,37	1,35	1,37	5,41	30,34	17,91	18,87	22,46	25,20	27,65	17,37	27,99	0,93	2,76	0,63	2,53	2009,85	-1,21	1,18	0,97
9718	2	2	6	34,55	41,35	23,99	70,24	94,37	81,17	171,12	24,32	71,06	98,34	81,82	170,91	5,80	4,00	53,15	77,60	8,48	8,00	68,18	67,78	73,20	71,42	85,96	87,83	114,74	119,55	5,78	4,85	4,80	4,89	4,79	12,50	3,82	19,53	0,90	1,35	25,61	3,38	485,93	2656,37	390,54	2179,41	0,77	4,82	38,98	3,57	4,46	6,25	30,04	18,51	19,50	23,39	23,55	28,77	18,44	28,27	1,05	3,53	0,78	2,98	2009,88	-1,22	1,34	1,87
9721	1	1	7	39,04	43,48	24,73	82,75	95,21	90,05	182,70	24,60	81,91	96,85	90,05	182,44	8,54	7,22	74,03	86,60	2,55	7,22	71,84	72,39	70,94	67,27	91,54	92,39	124,02	124,55	3,07	4,98	5,10	4,84	5,07	8,39	5,74	25,47	3,05	4,27	23,17	2,83	489,46	2775,38	372,14	2188,80	 	2,37	32,69	0,00	1,18	1,18	30,39	17,89	18,76	22,38	24,71	28,34	17,15	28,32	1,21	2,76	0,60	2,09	2009,84	-0,47	1,62	1,48
9721	2	2	7	39,83	44,04	24,54	70,87	95,81	83,80	170,00	24,51	70,87	98,49	82,86	170,26	11,54	9,04	69,96	79,78	8,33	11,30	69,46	67,85	73,47	70,79	87,59	87,67	116,73	119,28	8,65	4,91	4,92	4,86	5,01	7,66	4,60	19,05	1,75	2,46	26,16	3,47	518,70	2759,93	344,45	1888,66	1,15	4,79	44,16	3,14	9,55	8,81	29,95	18,90	20,29	22,77	22,37	29,16	18,45	28,52	1,09	3,12	0,71	2,50	2009,92	-0,47	2,12	2,19
9722	1	1	7	39,16	44,07	24,37	81,33	94,22	88,64	182,01	24,20	81,01	95,36	88,74	182,49	6,72	5,26	76,52	86,84	2,24	5,26	72,20	72,26	69,99	71,38	91,12	91,95	122,24	124,00	6,52	5,05	5,05	5,04	5,19	12,69	4,27	16,67	1,44	3,62	24,33	3,11	477,13	2782,85	385,57	2325,02	 	4,26	35,71	2,99	2,99	4,48	30,47	18,46	18,63	22,54	24,12	28,94	17,38	28,17	1,14	2,89	0,81	3,13	2009,75	0,22	1,19	2,30
9722	2	2	7	40,62	46,32	23,67	67,60	93,43	81,53	168,86	24,27	68,75	98,13	82,81	168,33	7,66	7,14	71,22	81,25	7,21	8,04	69,25	68,79	72,85	70,19	87,80	89,02	117,62	121,21	8,06	4,94	4,84	5,00	4,90	11,06	4,17	15,15	0,96	1,92	26,73	3,60	487,83	2615,03	385,03	2101,03	1,28	3,72	41,94	4,04	4,04	7,07	29,79	18,92	20,13	23,21	22,38	28,92	18,64	28,09	1,15	3,23	0,78	2,48	2009,87	0,21	2,30	2,27
9723	1	1	7	39,06	42,97	24,64	81,03	93,62	88,77	180,66	24,66	81,82	96,74	89,00	181,81	10,87	8,64	80,00	83,95	5,84	11,11	73,08	73,31	69,09	66,26	91,94	93,24	123,35	125,64	6,99	4,81	5,10	4,79	5,14	9,49	5,68	23,26	3,57	3,57	23,29	2,86	486,56	2660,45	327,70	1866,18	 	1,36	36,07	0,00	0,00	0,00	30,84	18,25	18,65	22,56	24,43	29,57	16,91	28,84	1,02	2,78	0,58	2,28	2009,92	0,77	0,83	1,90
9723	2	1	7	40,80	46,90	23,80	68,57	93,84	81,38	169,69	23,82	69,06	96,61	81,69	170,18	18,18	17,28	70,67	85,19	6,58	7,41	69,02	70,47	72,32	70,38	87,27	89,79	116,19	120,52	9,43	4,78	4,77	4,76	4,90	9,21	5,48	19,58	1,95	1,95	26,37	3,52	460,73	2424,85	317,85	1710,45	1,36	7,45	36,49	1,41	6,94	5,56	29,96	18,98	19,93	22,87	21,81	28,96	19,07	27,95	0,80	2,95	0,55	2,51	2009,88	0,76	2,07	1,43
9724	1	1	6	34,61	41,66	24,83	84,20	95,67	88,84	184,02	25,05	84,68	97,83	90,96	183,96	8,77	15,25	68,81	88,14	8,04	13,56	71,62	75,49	72,90	69,28	91,84	95,63	124,90	128,22	4,46	4,92	4,95	4,99	4,97	6,25	5,21	37,38	0,90	0,90	23,12	2,81	528,88	3062,23	392,47	2380,15	 	1,75	29,17	1,92	1,92	0,00	29,93	17,40	18,42	22,71	24,57	28,20	17,02	27,79	1,10	3,04	0,73	2,35	2009,83	-0,72	1,65	1,67
9724	2	1	6	34,82	41,12	23,73	69,06	93,91	81,60	170,62	24,29	70,16	97,36	81,67	169,88	8,20	6,12	62,64	86,73	8,79	8,16	68,65	70,21	74,82	70,78	86,20	89,54	114,66	120,26	2,73	4,77	4,78	4,74	4,78	10,50	5,21	29,59	0,00	0,00	25,78	3,37	478,36	2629,35	327,86	1876,82	0,57	2,73	37,88	1,10	3,33	9,89	29,60	18,83	20,88	23,65	23,63	28,92	18,77	27,70	1,19	3,75	0,84	3,10	2009,89	-0,72	2,27	1,69
9725	1	1	6	35,51	40,55	24,93	84,94	95,78	89,81	184,31	24,95	84,78	97,63	90,67	184,19	7,47	5,61	72,78	87,85	2,87	7,48	71,74	72,39	71,35	67,01	91,08	91,84	123,23	123,61	5,11	4,88	4,99	4,92	5,05	6,90	5,00	24,39	1,16	2,31	22,56	2,69	514,26	2929,37	340,76	2061,90	 	3,43	35,71	1,15	1,15	3,45	30,51	18,08	18,90	22,63	25,13	28,93	16,83	28,13	0,98	2,63	0,72	2,31	2009,89	-0,64	0,88	1,23
9725	2	2	6	33,04	38,28	23,68	69,60	94,21	80,53	171,47	23,80	69,51	96,90	79,90	170,94	3,97	5,63	66,30	87,50	7,33	10,00	68,53	69,13	73,39	71,77	86,01	87,88	114,77	117,88	2,54	4,64	4,80	4,63	4,85	10,66	3,59	25,88	0,00	0,00	25,25	3,27	472,33	2600,96	313,76	1808,10	0,42	2,88	42,99	2,92	5,22	10,29	29,75	18,84	20,32	24,12	23,46	28,63	18,87	27,80	1,14	3,51	0,75	2,70	2009,91	-0,64	1,88	1,90
9726	1	1	6	32,39	38,90	23,63	79,72	93,33	86,69	183,67	24,85	84,35	97,93	91,31	184,37	5,15	8,70	55,91	80,43	8,42	8,70	69,93	72,45	74,07	73,49	89,99	93,18	122,68	126,88	3,09	4,78	4,86	4,97	5,06	3,16	4,98	29,67	1,05	1,05	22,32	2,61	451,01	2577,24	305,52	1849,77	 	1,03	30,30	2,63	0,00	2,63	30,11	18,03	19,79	23,16	25,51	27,66	17,69	28,10	1,19	3,56	0,82	3,15	2009,84	-1,45	1,19	0,71
9726	2	1	5	30,88	35,48	22,65	66,34	91,88	78,86	171,15	22,44	65,42	93,72	76,70	170,76	3,95	2,41	53,38	79,27	5,30	9,64	67,24	67,18	74,90	69,87	85,02	85,41	114,00	115,10	3,95	4,75	4,70	4,54	4,58	8,00	3,01	20,83	0,00	1,36	25,58	3,39	431,01	2397,92	323,85	1862,12	0,42	3,29	33,33	1,45	2,94	8,70	30,08	18,61	20,27	23,38	24,06	28,90	18,90	27,69	1,01	3,75	0,89	3,63	2009,92	-1,44	1,70	4,02
9727	1	1	7	36,15	42,66	25,09	84,32	95,16	90,67	182,88	25,40	85,57	99,23	91,89	183,54	1,59	3,95	83,06	89,47	4,76	3,95	72,98	72,65	70,14	67,92	91,99	92,29	123,41	124,27	4,72	4,92	4,97	4,99	5,03	8,73	3,93	24,00	0,76	0,76	22,68	2,69	614,21	3563,21	386,50	2424,66	 	3,05	27,78	1,49	1,49	5,97	30,74	18,08	18,92	22,67	25,15	28,72	16,81	28,93	1,06	2,74	0,72	2,55	2009,79	-0,20	0,90	1,55
9727	2	2	6	34,59	40,62	23,55	68,35	92,85	80,72	170,31	23,85	68,80	97,00	80,76	169,84	6,09	5,45	71,65	86,36	5,08	9,17	68,74	68,39	73,38	71,65	86,28	88,19	114,79	119,08	4,06	4,61	4,85	4,60	4,81	8,12	3,21	14,21	1,02	1,52	26,28	3,53	502,60	2784,89	339,94	1971,55	0,89	0,99	39,66	2,08	4,21	15,79	29,70	17,92	20,30	23,65	23,28	29,03	18,95	28,09	1,10	3,26	0,89	3,07	2009,88	-0,19	1,60	1,97
9728	1	1	8	41,59	47,94	24,94	83,20	95,59	90,78	182,53	24,99	83,83	97,26	91,71	183,20	12,17	13,56	76,00	80,17	7,18	5,98	74,32	76,15	70,95	67,08	93,88	96,92	125,93	129,96	8,81	5,04	5,10	5,17	5,16	11,05	4,84	16,02	1,58	3,16	23,82	2,95	446,73	2588,52	335,76	2033,67	 	3,61	34,38	0,00	0,00	6,00	30,93	17,99	18,25	21,58	24,29	29,76	16,48	28,91	0,89	2,45	0,74	2,15	2009,84	-0,99	1,16	1,03
9728	2	2	8	42,06	47,69	24,45	70,30	95,63	83,56	169,53	24,65	70,55	98,94	83,37	169,30	15,38	12,50	66,80	75,78	11,36	11,73	69,23	69,06	73,15	70,35	87,83	89,95	117,69	122,71	12,04	4,98	4,96	5,07	5,03	7,95	4,63	11,20	2,67	3,05	27,41	3,75	467,36	2509,31	368,44	2014,73	1,23	7,19	53,62	5,67	4,32	9,22	29,74	18,89	20,39	23,04	21,73	28,58	18,83	28,41	1,10	3,15	0,87	2,90	2009,91	-1,00	2,64	3,01
9731	1	2	8	44,25	48,91	25,63	84,90	95,66	92,67	181,26	25,54	84,93	97,46	92,55	182,02	18,88	17,98	88,07	84,75	4,45	6,18	74,97	75,63	71,28	68,83	94,32	95,65	125,46	127,78	13,08	5,15	5,14	5,02	5,21	8,50	7,10	21,49	0,39	3,11	23,78	2,91	634,85	3502,71	361,99	2138,39	 	3,03	27,27	0,00	2,47	3,11	30,65	18,10	17,91	21,55	23,94	29,93	16,86	29,23	0,89	2,09	0,69	1,82	2009,83	0,98	1,16	0,97
9731	2	3	8	42,07	46,89	24,99	71,34	96,08	84,97	168,79	25,17	71,81	99,63	85,21	168,92	23,39	17,29	77,96	81,95	8,47	11,28	69,08	69,02	73,87	72,01	87,11	88,93	116,22	120,36	9,45	5,01	4,88	5,04	4,95	8,77	5,58	15,75	0,51	1,80	25,97	3,45	468,98	2541,12	342,39	1908,15	1,62	4,35	45,25	2,55	7,36	5,53	29,60	18,78	20,09	23,21	21,97	29,08	18,64	28,08	1,01	2,87	0,77	2,32	2009,82	0,98	2,33	2,19
9732	1	1	8	42,70	48,18	26,61	87,61	98,30	95,17	181,00	26,65	88,32	99,87	95,73	181,66	31,75	29,55	83,33	63,64	14,52	9,09	74,41	77,06	71,47	69,45	93,79	97,59	125,18	130,39	9,23	5,26	5,15	5,16	5,33	9,68	8,23	28,33	4,62	6,15	22,24	2,55	642,63	3516,16	325,98	1932,95	 	1,54	29,41	5,26	7,89	7,89	29,61	19,32	19,16	22,84	24,71	27,68	18,25	27,63	1,15	3,12	0,95	2,68	2009,88	-0,68	3,85	4,58
9732	2	1	7	40,66	44,61	26,21	73,65	98,15	87,53	167,37	26,42	73,95	100,71	87,34	167,42	24,47	22,64	78,26	84,91	15,22	13,21	68,35	66,31	72,41	69,79	86,47	86,61	115,73	118,08	12,50	4,84	4,96	5,11	5,19	9,89	7,64	27,59	2,15	4,35	23,47	2,94	551,27	2816,17	305,68	1588,21	1,55	7,14	51,72	4,35	8,89	8,70	29,43	19,32	20,58	24,50	21,48	28,49	19,59	26,54	1,32	3,84	0,87	2,94	2009,88	-0,68	2,92	2,98
9733	2	1	9	47,74	52,32	27,00	75,45	101,02	90,14	166,82	27,18	76,03	103,97	90,79	166,96	38,78	28,57	66,67	62,86	22,22	34,29	68,18	66,53	72,90	72,08	88,66	88,32	119,92	121,55	8,33	5,16	5,24	4,97	5,13	9,09	10,34	22,92	8,33	8,33	25,45	3,36	589,19	3069,51	357,35	1910,33	1,95	10,00	88,89	10,00	20,69	10,00	28,12	19,78	21,00	23,40	20,15	27,48	20,26	27,17	1,40	3,16	0,66	2,53	2009,92	-1,91	4,17	4,79
9734	1	1	7	40,60	48,57	24,97	81,81	93,74	90,61	180,27	24,89	81,11	96,43	91,35	180,37	12,31	17,50	82,54	85,00	6,25	5,00	73,93	77,21	71,56	68,36	93,00	98,31	124,23	131,74	11,94	5,00	5,01	5,02	5,13	7,81	6,24	23,81	1,45	1,45	23,69	2,98	643,16	3467,68	348,66	1995,18	 	4,29	33,33	0,00	0,00	3,23	30,20	17,74	18,03	22,44	25,03	28,83	16,73	27,85	0,97	2,49	0,66	1,50	2009,77	1,46	1,34	1,19
9734	2	1	8	44,57	49,95	25,53	73,10	98,75	86,73	169,20	25,67	73,78	102,10	86,61	169,56	17,65	12,86	80,39	85,51	8,82	14,29	70,22	68,77	71,78	70,17	88,22	89,42	117,65	121,54	14,71	5,10	4,97	5,22	5,02	9,80	6,45	21,43	1,01	4,04	26,12	3,52	440,39	2328,76	291,12	1582,42	1,65	7,77	39,47	3,64	12,96	7,27	29,58	18,47	20,04	22,60	21,27	28,12	18,68	28,70	0,93	2,51	0,75	2,11	2009,92	1,48	1,96	4,19
9736	1	1	7	38,80	44,91	25,53	82,73	95,49	91,31	179,54	25,95	84,36	96,87	93,24	180,33	29,63	24,05	75,16	79,75	11,32	15,00	71,29	72,89	72,68	70,16	90,34	92,53	121,59	124,52	10,59	4,93	5,18	4,80	5,39	13,38	7,91	30,92	3,64	4,24	22,53	2,63	554,06	2846,54	390,01	2026,29	 	4,05	34,29	1,45	2,90	4,41	29,48	18,91	19,37	22,43	23,99	28,37	17,97	28,19	1,33	2,85	1,03	2,50	2009,86	-2,56	2,69	2,30
9736	2	2	7	39,80	43,62	25,55	72,58	97,35	84,71	168,16	25,36	71,95	99,70	84,70	168,43	25,79	19,01	66,94	80,28	11,02	18,18	69,92	68,72	73,08	71,30	88,08	88,25	117,08	119,15	7,39	4,89	4,98	4,80	5,00	12,76	6,11	23,31	5,16	6,35	25,52	3,37	525,71	2778,44	347,13	1885,55	1,83	4,53	43,86	8,00	9,76	10,48	29,05	18,93	20,58	22,51	21,08	28,35	18,91	28,09	1,33	3,52	1,19	2,89	2009,89	-2,56	3,54	3,36
9737	1	1	7	39,34	44,77	25,54	84,87	96,31	92,18	181,72	25,76	85,59	98,26	93,13	182,03	18,97	13,54	82,14	88,54	12,79	13,54	75,27	74,65	71,07	69,61	94,20	94,70	125,68	126,63	6,63	5,02	5,12	4,97	5,22	11,05	7,31	26,71	3,39	3,95	23,07	2,81	583,30	3148,78	378,22	2123,35	 	2,70	26,83	3,57	4,94	4,76	29,62	18,82	19,32	22,64	23,89	28,46	17,78	27,42	1,20	2,90	0,61	2,65	2009,96	-0,61	2,50	2,43
9737	2	2	7	40,56	46,00	25,08	71,88	97,22	85,01	169,04	24,66	71,41	98,32	84,15	169,98	15,94	12,50	71,73	79,41	14,94	9,70	68,96	68,24	75,14	71,05	87,14	88,62	116,59	120,21	10,28	4,86	4,93	5,00	4,90	11,20	6,57	24,24	1,23	1,65	25,40	3,28	506,33	2634,71	356,90	1887,54	1,63	9,20	43,52	2,65	6,96	6,03	29,31	19,27	21,09	22,67	21,71	28,38	19,38	27,78	1,20	3,50	0,97	2,91	2009,89	-0,62	3,48	3,34
9741	1	1	7	35,99	40,84	24,74	81,31	94,76	89,03	180,99	25,27	83,70	97,17	90,77	181,87	18,42	14,29	63,81	76,19	6,42	6,35	70,60	72,25	72,52	70,18	90,28	92,35	122,64	124,81	7,02	4,80	5,16	4,78	5,14	11,01	5,28	21,90	2,61	2,61	22,63	2,74	410,84	2286,30	333,39	1899,04	 	2,54	37,04	1,89	3,77	7,55	30,23	17,79	19,58	22,11	24,97	27,76	17,55	27,82	0,90	2,56	0,90	2,31	2009,67	-4,21	2,08	4,21
9741	2	1	6	35,49	40,18	23,94	67,83	93,04	81,29	168,37	24,07	68,69	97,46	81,90	168,93	16,76	12,38	52,38	71,15	10,53	12,38	67,95	66,70	73,90	71,39	86,35	86,61	116,09	118,29	5,56	4,81	4,73	4,76	4,77	12,94	3,62	19,77	1,64	2,19	25,97	3,41	491,29	2676,00	306,27	1750,90	1,23	4,28	43,59	6,19	12,50	10,20	29,49	18,55	21,38	23,72	22,99	28,45	19,10	27,63	1,10	3,66	0,84	3,04	2009,96	-4,35	1,83	2,71
